ticker,name,sector,industry,price,week_52_low,week_52_high,market_cap,ebitda,eps,pe_ratio,price_to_sales,book_value_per_share,dividend_yield,sec_filings,revenue_ttm,debt_to_equity,levered_fcf,roa
WEC,WEC Energy Group,Utilities,Electric Utilities,99.26,75.13,102.79,31401297920,3489200128,4.09,24.268948655256725,3.679897,38.190999397970415,0.0359,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WEC,,,,
WELL,Welltower,Real Estate,Health Care REITs,136.48,85.4,140.75,84984725504,2930661888,1.56,87.48717948717947,11.24799,49.05300528009884,0.0195,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WELL,,,,
WFC,Wells Fargo,Financials,Diversified Banks,78.8,47.45,79.2857,259234676736,,5.37,14.674115456238361,3.328856,49.21799599810223,0.0225,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WFC,,,,
WM,Waste Management,Industrials,Environmental & Facilities Services,220.26,186.91,230.39,88404877312,6381000192,6.81,32.34361233480176,4.13358,19.879999750890768,0.0143,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WM,,,,
WMB,Williams Companies,Energy,Oil & Gas Storage & Transportation,55.43,32.65,61.46,67569725440,5864000000,2.36,23.48728813559322,6.5183992,10.166999804198587,0.0353,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WMB,,,,
WMT,Walmart,Consumer Staples,Consumer Staples Merchandise Retail,98.16,55.84667,98.96,792493817856,40779001856,2.4,40.9,1.1916573,10.411998406803013,0.0099,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WMT,,,,
WRB,W. R. Berkley Corporation,Financials,Property & Casualty Insurance,58.83,50.726665,65.49,22290688000,,4.36,13.493119266055045,1.68964,22.10499938584699,0.0056,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WRB,,,,
WSM,,Consumer Discretionary,Homefurnishing Retail,,,,,,,,,,,,,,,
WST,West Pharmaceutical Services,Health Care,Health Care Supplies,341.55,265.0,413.7,24735868928,744700032,6.74,50.675074183976264,8.599592,37.96000035120363,0.0023999999,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WST,,,,
WTW,Willis Towers Watson,Financials,Insurance Brokers,329.565,245.04,334.99,33195433984,2580999936,-7.22,-45.64612188365651,3.384181,74.27300617437396,0.0107,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WTW,,,,
WY,Weyerhaeuser,Real Estate,Timber REITs,30.62,26.73,36.27,22247942144,1234000000,0.73,41.945205479452056,3.0942895,13.658999203968515,0.025799999,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WY,,,,
WYNN,Wynn Resorts,Consumer Discretionary,Casinos & Gaming,86.85,71.63,110.38,9537432576,1829332992,8.33,10.426170468187275,1.3377188,,0.0112,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WYNN,,,,
XEL,Xcel Energy,Utilities,Multi-Utilities,67.2,46.79,73.38,38589059072,5510000128,3.37,19.940652818991097,2.803826,33.70800212420606,0.0328,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XEL,,,,
XOM,ExxonMobil,Energy,Integrated Oil & Gas,106.83,100.42,126.34,481570422784,71537999872,7.83,13.64367816091954,1.400655,61.112001600822104,0.0361,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XOM,,,,
XYL,Xylem Inc.,Industrials,Industrial Machinery & Supplies & Components,124.04,112.02,146.08,30134896640,1688999936,3.48,35.64367816091954,3.577267,43.59299939446358,0.0117999995,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XYL,,,,
XYZ,,Financials,Transaction & Payment Processing Services,,,,,,,,,,,,,,,
YUM,Yum! Brands,Consumer Discretionary,Restaurants,130.5,122.13,143.2,36418895872,2608000000,5.35,24.39252336448598,5.0420732,,0.020499999,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=YUM,,,,
ZBH,Zimmer Biomet,Health Care,Health Care Equipment,109.48,100.67,133.9,21794621440,2557400064,5.24,20.893129770992367,2.8694124,61.996999929610645,0.0087,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZBH,,,,
ZBRA,Zebra Technologies,Information Technology,Electronic Equipment & Instruments,391.94,237.06,427.76,20216264704,803000000,7.34,53.39782016348774,4.3419814,66.37300020727804,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZBRA,,,,
ZTS,Zoetis,Health Care,Pharmaceuticals,170.9,144.8,200.53,77104095232,3764000000,5.32,32.12406015037594,8.424835,11.591000066602469,0.0116,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZTS,,,,
